Price,Close,High,Low,Open,Volume,LogReturn
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,
Date,,,,,,
2000-01-04,14.304693222045898,14.304693222045897,13.223355793270285,13.596956077223114,132872110,0.0770124973095107
2000-01-05,14.865093231201172,15.149240538122392,13.504870928509012,13.504870928509012,375789847,0.038428047523785196
2000-01-06,15.488637924194336,15.822774781685533,15.20712318024304,15.20712318024304,219621124,0.04109098968280218
2000-01-07,16.551559448242188,16.72783700275689,15.417602664071135,15.522842680450927,278281260,0.06637360589057867
2000-01-10,16.23320960998535,16.76993158459453,16.06482698951297,16.701526628182958,187897934,-0.019421204034013626
2000-01-11,15.18081283569336,16.362127912813282,14.93613033831946,16.204268599808884,175675797,-0.06702680280762743
2000-01-12,15.87539291381836,16.0490378641056,14.8466762798105,15.207122059185796,169586471,0.04473797792692904
2000-01-13,16.40948486328125,16.648906414284752,16.001682106536805,16.101659765141783,239139851,0.033089218025764366
2000-01-14,16.643644332885742,16.925160487128664,16.285829696856794,16.285829696856794,188507616,0.014168908828577713
2000-01-17,16.246368408203125,16.99093796740803,16.156914026931556,16.74625681828324,150255809,-0.02415902057587644
2000-01-18,16.533143997192383,16.78308888120552,16.077982821086117,16.259521337372934,141210936,0.017497691986801348
2000-01-19,16.817291259765625,17.09617627052746,16.638383920890913,16.98830506972442,160790093,0.017040505541416003
2000-01-20,16.462108612060547,17.096177157149835,16.341082928997373,16.838340137915896,216069957,-0.021346306483281733
2000-01-21,17.17247200012207,17.280343183580975,16.417377932537757,16.454211583803918,239994540,0.04224634432516034
2000-01-24,17.161949157714844,17.46188213311329,16.943577014660576,17.12774527588029,184344232,-0.0006129617090862919
2000-01-25,16.835704803466797,17.117220935606014,16.746251854254474,17.104065056646387,136584272,-0.019192757784188618
2000-01-26,16.835704803466797,16.835704803466797,16.835704803466797,16.835704803466797,0,0.0
2000-01-27,17.62500762939453,17.722352727528236,16.98041435836589,17.311918706171557,210269961,0.04581686446718638
2000-01-28,17.80391502380371,17.990715922301572,17.448731463972813,17.674997202451884,164331247,0.010099596699474064
2000-01-31,17.267189025878906,17.68025556972558,17.18299701142281,17.59869473141409,142723553,-0.030610265667400816
2000-02-01,17.577646255493164,17.75655357863377,17.259296439234983,17.406631055031497,149956451,0.0178198830611466
2000-02-02,17.898624420166016,18.25380926769526,17.814433820204187,18.04332925393403,139355731,0.018095866193422405
2000-02-03,17.977554321289062,18.07490220745718,17.701300529276377,17.99597255259641,94831223,0.0044001357580427305
2000-02-04,18.10910415649414,18.277486759380825,17.98018637989025,18.101212034563165,99528064,0.007290806268798399
2000-02-07,18.080163955688477,18.38799046662517,17.788124500858338,17.948614993599712,114747088,-0.0015993806166559456
2000-02-08,18.017024993896484,18.253814016826748,17.94598744369159,18.180145290072446,90057597,-0.0034982793962800565
2000-02-09,18.43798065185547,18.661613754759898,18.143308605045043,18.364311937381466,160165902,0.02309555914118473
2000-02-10,18.719497680664062,19.143087569427177,18.14857315618715,18.35379086226619,151143675,0.015152934378147132
2000-02-11,19.116777420043945,19.679809826941444,18.945763600133752,19.153612484918785,114214724,0.02100071104960656
2000-02-14,18.527433395385742,18.990488057990646,18.416931027737533,18.890510394662638,71806185,-0.03131382850989879
2000-02-15,18.119632720947266,18.64846122471747,17.998607040484703,18.522173191484463,113776526,-0.02225648878526147
2000-02-16,18.319583892822266,18.61688569621549,18.053854795730647,18.416930376628656,110304203,0.010974614568127114
2000-02-17,18.656349182128906,18.77474365084758,18.285378722376386,18.295902019231537,107425289,0.01821588115962065
2000-02-18,18.38799285888672,18.83526191815476,18.311694366616305,18.78001002567908,70451511,-0.014488637287113824
2000-02-21,18.188037872314453,18.522173382452664,17.977557814756004,18.332742736193016,41234633,-0.010933771356727393
2000-02-22,17.593429565429688,18.259069235104114,17.49608309136188,18.206449937255798,100723088,-0.03323860603316752
2000-02-23,17.354015350341797,18.138051166848822,17.222466358155575,18.138051166848822,67665446,-0.013701600283849412
2000-02-24,17.71971893310547,17.927566370342536,17.32770042534325,17.517132442179037,79319185,0.020854171575339496
2000-02-25,17.290870666503906,18.043333740325792,17.159321679351088,17.964404066925496,54786600,-0.02449942840942722
2000-02-28,17.527658462524414,17.746030637383043,16.312140733729194,17.09354528914246,70386208,0.013601461773735422
2000-02-29,16.356868743896484,18.04070361766926,16.125342081247073,17.780235419417178,139625441,-0.0691322010690485
2000-03-01,16.669950485229492,17.35663951719002,15.733319452938582,16.57523519288606,150769883,0.018959810682617442
2000-03-02,15.351823806762695,16.943572378858555,15.338667930601689,16.777819583568466,175562684,-0.0823734447180151
2000-03-03,14.125787734985352,15.054526915978986,14.125787734985352,15.054526915978986,64935300,-0.08323223742210344
2000-03-06,13.362800598144531,14.936133069516721,12.997093778731715,14.125788354212972,146075956,-0.055527272576258474
2000-03-07,12.749780654907227,13.628531781931878,12.628754966422214,13.523291747261641,133888438,-0.04696070382997769
2000-03-08,12.257782936096191,13.18125963399027,12.102554799396032,12.991829021027328,101621246,-0.039352990950995995
2000-03-09,12.17095947265625,12.7550397593851,11.794728025770233,12.413010787977083,77665531,-0.007108333910481039
2000-03-10,11.41060733795166,12.355133015667578,11.292212818994127,12.313036999299149,92389443,-0.06450935203370124
2000-03-13,10.692342758178711,12.076243516086512,10.539745809171844,11.571093613927086,150763063,-0.0650155358189152
2000-03-14,11.534258842468262,11.550044489874237,10.373991972220903,10.813367357351582,141532996,0.0757937814271087
2000-03-15,12.457737922668457,12.457737922668457,11.365876534493147,11.786835158916672,79982280,0.07702031310748791
2000-03-16,12.357759475708008,13.0391861965793,12.107814649611608,12.602440544838514,147946692,-0.00805778633442126
2000-03-17,12.357759475708008,12.357759475708008,12.357759475708008,12.357759475708008,0,0.0
2000-03-20,12.357759475708008,12.357759475708008,12.357759475708008,12.357759475708008,0,0.0
2000-03-21,12.518255233764648,12.776092290287092,11.97627075804011,12.565612199936215,95762643,0.012903834229325154
2000-03-22,12.807657241821289,13.076018872386179,12.691893952378582,12.891849236158704,69064318,0.022855216444227052
2000-03-23,12.678741455078125,12.933947247812497,12.552453443902422,12.90500571817289,60024739,-0.010116524327733929
2000-03-24,12.660326957702637,12.783982410153413,12.505098793879547,12.586658234862545,36941526,-0.0014534473262587102
2000-03-27,13.673256874084473,13.673256874084473,12.786613758986721,12.786613758986721,58001578,0.07696862968363206
2000-03-28,14.767749786376953,14.767749786376951,13.8442715520893,13.8442715520893,98405624,0.07700386254861791
2000-03-29,14.275752067565918,15.2544791846635,14.154726414438533,14.986118931584603,143934962,-0.03388329626055146
2000-03-30,15.4176025390625,15.417602539062502,13.59169564877751,14.154727974915751,240432206,0.07694744028721844
2000-03-31,16.65153694152832,16.65153694152832,14.73880827240484,15.62808113090233,275945423,0.0769926422824348
2000-04-03,17.290870666503906,17.55923239939072,16.73836295270184,17.24088252927046,299036394,0.03767613411205747
2000-04-04,15.90959644317627,17.154055516658033,15.90959644317627,17.154055516658033,189486468,-0.08325617803030876
2000-04-05,15.904336929321289,16.41737973869295,14.641460916094372,15.964848359099513,352720260,-0.0003306421649479835
2000-04-06,17.5650577545166,17.58121418607215,16.29406116286654,16.31829652947827,227418526,0.09931973887417822
2000-04-07,18.9706974029541,18.9706974029541,17.761634729472846,17.761634729472846,163657523,0.07698397297964185
2000-04-10,19.633119583129883,20.465190963394537,19.361147454366822,19.921248144425316,309647520,0.03432236808565137
2000-04-11,19.051475524902344,19.33421809329494,18.66102102236509,19.28036140694425,136676715,-0.03007336087438124
2000-04-12,18.2005558013916,19.388075895972563,18.009368711467268,19.22650869274325,241770257,-0.04569242179419028
2000-04-13,16.746448516845703,17.83164102246884,16.746448516845703,17.83164102246884,3153974,-0.0832659252097087
2000-04-14,16.746448516845703,16.746448516845703,16.746448516845703,16.746448516845703,0,0.0
2000-04-17,16.070558547973633,16.199812867592225,15.408131958124217,15.408131958124217,223113571,-0.04119727061368034
2000-04-18,16.159425735473633,16.636048479307014,15.833596864261423,16.000550048972055,122899571,0.005514579959269499
2000-04-19,16.956483840942383,17.451957258601386,16.323680056225918,16.571416765055417,228183965,0.048146771880359575
2000-04-20,18.18977928161621,18.31364762140648,16.654889922404024,16.856848859332416,271517327,0.07020957023492914
2000-04-21,18.18977928161621,18.18977928161621,18.18977928161621,18.18977928161621,0,0.0
2000-04-24,18.14670181274414,19.420391554871628,17.395413977592987,18.634096434969646,246733265,-0.002371032513647167
2000-04-25,17.88280487060547,18.284029844477466,16.784147465670983,17.35771153297115,221403241,-0.014649196491930574
2000-04-26,19.277671813964844,19.315370635083077,18.310960164332144,18.310960164332144,238053151,0.0751078959535993
2000-04-27,18.615245819091797,19.71121040356918,18.21940530601479,19.43116077500903,413796521,-0.03496661268549622
2000-04-28,18.582929611206055,18.951841711065114,18.32711395842248,18.714875466127452,188028343,-0.0017375161895461326
2000-05-01,18.582929611206055,18.582929611206055,18.582929611206055,18.582929611206055,0,0.0
2000-05-02,17.72662353515625,19.099946113455673,17.516587047506174,18.74180588611834,230017702,-0.04717573247754882
2000-05-03,17.66468620300293,17.979741571995934,16.65219709314957,17.610829526971184,192704191,-0.003500147117727872
2000-05-04,18.16016387939453,18.469834829703128,17.826258999608786,17.826258999608786,158631859,0.027662880444833754
2000-05-05,18.060523986816406,18.394430177951346,17.670069584183043,18.23017005986804,156073814,-0.005501836093744714
2000-05-08,17.44926643371582,18.149391876487126,17.357712364861786,17.826257499379377,82504670,-0.034430951652086206
2000-05-09,17.683536529541016,17.87203202836179,17.147671350295376,17.31462446529216,85940035,0.013336457575256498
2000-05-10,17.51658821105957,18.036295665829783,17.411569240980157,17.772402470642216,93165917,-0.009485737424686894
2000-05-11,17.058813095092773,17.451959147382478,16.9107093616451,17.451959147382478,90033846,-0.02648136247576089
2000-05-12,17.013036727905273,17.368483990865105,16.873011917779564,17.21230274852429,57913070,-0.0026870507453126105
2000-05-15,17.20691680908203,17.486966429617976,16.506791319185304,16.80569178897437,81188494,0.011331526533843539
